"","Municipio","Año","Subtipo.de.delito","ene","feb","mar","abr","may","jun","jul","ago","sep","oct","nov","dic","Total"
"4284","Mixtlán",2019,"Acoso sexual",0,0,0,1,0,0,0,0,0,0,0,0,1
"4285","No Especificado",2019,"Acoso sexual",0,0,2,1,2,0,2,3,1,0,1,1,13
"4286","Ocotlán",2019,"Acoso sexual",1,1,0,0,0,0,1,0,0,1,0,0,4
"4287","Ojuelos de Jalisco",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4288","Pihuamo",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4289","Poncitlán",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4290","Puerto Vallarta",2019,"Acoso sexual",0,0,0,1,0,3,0,0,0,0,0,0,4
"4291","Quitupan",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4292","San Cristóbal de la Barranca",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4293","San Diego de Alejandría",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4294","San Gabriel",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4295","San Ignacio Cerro Gordo",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4296","San Juan de los Lagos",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4297","San Juanito de Escobedo",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4298","San Julián",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4299","San Marcos",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4300","San Martín de Bolaños",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4301","San Martín Hidalgo",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,1,1
"4302","San Miguel el Alto",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4303","San Pedro Tlaquepaque",2019,"Acoso sexual",2,1,0,0,1,1,1,2,4,0,2,1,15
"4304","San Sebastián del Oeste",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4305","Santa María de los Ángeles",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4306","Santa María del Oro",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4307","Sayula",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4308","Tala",2019,"Acoso sexual",0,1,0,0,0,0,0,0,0,1,1,0,3
"4309","Talpa de Allende",2019,"Acoso sexual",0,0,0,0,2,0,0,0,0,0,0,0,2
"4310","Tamazula de Gordiano",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4311","Tapalpa",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4312","Tecalitlán",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4313","Techaluta de Montenegro",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4314","Tecolotlán",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4315","Tenamaxtlán",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4316","Teocaltiche",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4317","Teocuitatlán de Corona",2019,"Acoso sexual",0,0,0,0,0,1,0,0,0,0,0,0,1
"4318","Tepatitlán de Morelos",2019,"Acoso sexual",0,0,0,0,0,0,2,0,0,0,0,0,2
"4319","Tequila",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4320","Teuchitlán",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4321","Tizapán el Alto",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4322","Tlajomulco de Zúñiga",2019,"Acoso sexual",2,0,2,0,5,1,1,2,3,4,0,1,21
"4323","Tolimán",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4324","Tomatlán",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4325","Tonalá",2019,"Acoso sexual",1,1,1,0,3,3,1,1,2,1,1,1,16
"4326","Tonaya",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4327","Tonila",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4328","Totatiche",2019,"Acoso sexual",0,1,0,0,0,0,0,0,0,0,0,0,1
"4329","Tototlán",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4330","Tuxcacuesco",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4331","Tuxcueca",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4332","Tuxpan",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4333","Unión de San Antonio",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4334","Unión de Tula",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4335","Valle de Guadalupe",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4336","Valle de Juárez",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4337","Villa Corona",2019,"Acoso sexual",0,0,0,0,0,0,0,0,1,0,0,0,1
"4338","Villa Guerrero",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4339","Villa Hidalgo",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4340","Villa Purificación",2019,"Acoso sexual",0,0,0,1,0,0,0,0,0,1,0,0,2
"4341","Yahualica de González Gallo",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4342","Zacoalco de Torres",2019,"Acoso sexual",0,0,1,0,0,0,0,0,0,0,0,0,1
"4343","Zapopan",2019,"Acoso sexual",6,2,2,6,5,7,5,10,6,5,6,6,66
"4344","Zapotiltic",2019,"Acoso sexual",0,2,0,0,0,0,0,1,0,0,0,0,3
"4345","Zapotitlán de Vadillo",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4346","Zapotlán del Rey",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4347","Zapotlán el Grande",2019,"Acoso sexual",1,0,1,0,1,2,0,0,0,0,1,3,9
"4348","Zapotlanejo",2019,"Acoso sexual",0,0,0,0,0,0,0,0,0,1,0,0,1
"4349","Acatic",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4350","Acatlán de Juárez",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4351","Ahualulco de Mercado",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4352","Amacueca",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4353","Amatitán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4354","Ameca",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4355","Arandas",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,1,0,1
"4356","Atemajac de Brizuela",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4357","Atengo",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4358","Atenguillo",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4359","Atotonilco el Alto",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4360","Atoyac",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4361","Autlán de Navarro",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4362","Ayotlán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4363","Ayutla",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4364","Bolaños",2019,"Feminicidio",0,0,0,0,0,0,1,0,0,0,0,0,1
"4365","Cabo Corrientes",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4366","Cañadas de Obregón",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4367","Casimiro Castillo",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4368","Chapala",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4369","Chimaltitán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4370","Chiquilistlán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4371","Cihuatlán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4372","Cocula",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4373","Colotlán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4374","Concepción de Buenos Aires",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4375","Cuautitlán de García Barragán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4376","Cuautla",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4377","Cuquío",2019,"Feminicidio",0,0,0,0,0,0,0,1,0,0,0,0,1
"4378","Degollado",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4379","Ejutla",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4380","El Arenal",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4381","El Grullo",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4382","El Limón",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4383","El Salto",2019,"Feminicidio",0,0,1,0,0,0,0,0,0,1,0,1,3
"4384","Encarnación de Díaz",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4385","Etzatlán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4386","Gómez Farías",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4387","Guachinango",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4388","Guadalajara",2019,"Feminicidio",0,2,0,1,1,2,2,2,1,2,2,1,16
"4389","Hostotipaquillo",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4390","Huejúcar",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4391","Huejuquilla el Alto",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4392","Ixtlahuacán de los Membrillos",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4393","Ixtlahuacán del Río",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4394","Jalostotitlán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4395","Jamay",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4396","Jesús María",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4397","Jilotlán de los Dolores",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4398","Jocotepec",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4399","Juanacatlán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,1,1
"4400","Juchitlán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4401","La Barca",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4402","La Huerta",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,1,1
"4403","La Manzanilla de la Paz",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4404","Lagos de Moreno",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4405","Magdalena",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4406","Mascota",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4407","Mazamitla",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4408","Mexticacán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4409","Mezquitic",2019,"Feminicidio",0,0,0,1,0,0,0,0,1,0,0,0,2
"4410","Mixtlán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4411","No Especificado",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4412","Ocotlán",2019,"Feminicidio",0,0,0,0,0,0,1,0,0,0,0,0,1
"4413","Ojuelos de Jalisco",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4414","Pihuamo",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4415","Poncitlán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4416","Puerto Vallarta",2019,"Feminicidio",0,1,0,0,1,0,1,2,0,0,0,0,5
"4417","Quitupan",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4418","San Cristóbal de la Barranca",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4419","San Diego de Alejandría",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4420","San Gabriel",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4421","San Ignacio Cerro Gordo",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4422","San Juan de los Lagos",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4423","San Juanito de Escobedo",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4424","San Julián",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4425","San Marcos",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4426","San Martín de Bolaños",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4427","San Martín Hidalgo",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4428","San Miguel el Alto",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4429","San Pedro Tlaquepaque",2019,"Feminicidio",1,1,0,0,1,0,1,0,0,0,0,1,5
"4430","San Sebastián del Oeste",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4431","Santa María de los Ángeles",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4432","Santa María del Oro",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4433","Sayula",2019,"Feminicidio",0,0,0,0,0,1,0,0,0,0,0,0,1
"4434","Tala",2019,"Feminicidio",1,0,0,0,0,0,0,0,0,0,0,0,1
"4435","Talpa de Allende",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4436","Tamazula de Gordiano",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4437","Tapalpa",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4438","Tecalitlán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4439","Techaluta de Montenegro",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4440","Tecolotlán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4441","Tenamaxtlán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4442","Teocaltiche",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4443","Teocuitatlán de Corona",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4444","Tepatitlán de Morelos",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4445","Tequila",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,1,1
"4446","Teuchitlán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4447","Tizapán el Alto",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4448","Tlajomulco de Zúñiga",2019,"Feminicidio",1,2,1,0,1,0,0,1,1,0,0,2,9
"4449","Tolimán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4450","Tomatlán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4451","Tonalá",2019,"Feminicidio",1,1,1,0,0,0,0,1,0,0,1,0,5
"4452","Tonaya",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4453","Tonila",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4454","Totatiche",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4455","Tototlán",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4456","Tuxcacuesco",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4457","Tuxcueca",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4458","Tuxpan",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4459","Unión de San Antonio",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4460","Unión de Tula",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4461","Valle de Guadalupe",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4462","Valle de Juárez",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4463","Villa Corona",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4464","Villa Guerrero",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4465","Villa Hidalgo",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4466","Villa Purificación",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4467","Yahualica de González Gallo",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4468","Zacoalco de Torres",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4469","Zapopan",2019,"Feminicidio",1,0,2,1,0,1,0,0,1,2,0,0,8
"4470","Zapotiltic",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4471","Zapotitlán de Vadillo",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4472","Zapotlán del Rey",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4473","Zapotlán el Grande",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"4474","Zapotlanejo",2019,"Feminicidio",0,0,0,0,0,0,0,0,0,1,1,1,3
"4475","Acatic",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4476","Acatlán de Juárez",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4477","Ahualulco de Mercado",2019,"Hostigamiento sexual",0,1,0,0,0,0,0,0,0,0,0,0,1
"4478","Amacueca",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4479","Amatitán",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4480","Ameca",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4481","Arandas",2019,"Hostigamiento sexual",0,0,0,1,0,0,0,0,0,0,0,0,1
"4482","Atemajac de Brizuela",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4483","Atengo",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4484","Atenguillo",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4485","Atotonilco el Alto",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4486","Atoyac",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4487","Autlán de Navarro",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4488","Ayotlán",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4489","Ayutla",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4490","Bolaños",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4491","Cabo Corrientes",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4492","Cañadas de Obregón",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4493","Casimiro Castillo",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4494","Chapala",2019,"Hostigamiento sexual",0,1,0,0,0,0,0,0,0,0,0,0,1
"4495","Chimaltitán",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4496","Chiquilistlán",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4497","Cihuatlán",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4498","Cocula",2019,"Hostigamiento sexual",0,0,0,1,0,0,0,0,0,0,0,0,1
"4499","Colotlán",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4500","Concepción de Buenos Aires",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4501","Cuautitlán de García Barragán",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4502","Cuautla",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4503","Cuquío",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4504","Degollado",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4505","Ejutla",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4506","El Arenal",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4507","El Grullo",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4508","El Limón",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4509","El Salto",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,1,0,0,1
"4510","Encarnación de Díaz",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4511","Etzatlán",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4512","Gómez Farías",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4513","Guachinango",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4514","Guadalajara",2019,"Hostigamiento sexual",1,3,1,3,2,2,4,2,2,1,2,4,27
"4515","Hostotipaquillo",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4516","Huejúcar",2019,"Hostigamiento sexual",0,0,0,0,0,1,0,0,0,0,0,0,1
"4517","Huejuquilla el Alto",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4518","Ixtlahuacán de los Membrillos",2019,"Hostigamiento sexual",0,0,0,0,0,1,0,0,0,0,0,0,1
"4519","Ixtlahuacán del Río",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4520","Jalostotitlán",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4521","Jamay",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4522","Jesús María",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4523","Jilotlán de los Dolores",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4524","Jocotepec",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4525","Juanacatlán",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4526","Juchitlán",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4527","La Barca",2019,"Hostigamiento sexual",0,0,0,0,1,0,0,0,0,0,0,0,1
"4528","La Huerta",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4529","La Manzanilla de la Paz",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4530","Lagos de Moreno",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4531","Magdalena",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4532","Mascota",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4533","Mazamitla",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4534","Mexticacán",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4535","Mezquitic",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4536","Mixtlán",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4537","No Especificado",2019,"Hostigamiento sexual",0,0,0,0,0,0,1,1,0,0,0,0,2
"4538","Ocotlán",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4539","Ojuelos de Jalisco",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4540","Pihuamo",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4541","Poncitlán",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4542","Puerto Vallarta",2019,"Hostigamiento sexual",1,1,0,0,0,1,0,0,0,0,1,0,4
"4543","Quitupan",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4544","San Cristóbal de la Barranca",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4545","San Diego de Alejandría",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4546","San Gabriel",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4547","San Ignacio Cerro Gordo",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4548","San Juan de los Lagos",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4549","San Juanito de Escobedo",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4550","San Julián",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4551","San Marcos",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4552","San Martín de Bolaños",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4553","San Martín Hidalgo",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4554","San Miguel el Alto",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"4555","San Pedro Tlaquepaque",2019,"Hostigamiento sexual",0,1,0,0,0,0,0,1,0,0,0,0,2
"4556","San Sebastián del Oeste",2019,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
